tweet,Sentimen
"Ikuti protokol yang telah ditentukan pemerintah untuk cegah covid 19 dengan tunda mudik kita lebih sayang sama keluarga

Tunda Mudik Demi Kebaikan Anda dan Keluarga 

#semuapedulicovid19
#Tundamudikjogjasehat
#dirumahajadulu pic.twitter.com/ocjrcrNwSe",Positif
"Gak penting kalau cuma ditegur aja, terlalu besar resiko yg akan dihadapi warga DKI Jakarta kalau dibiarin terus anies gabener kerja. Untuk selamatkan warga DKI Jakarta, maka Pemerintah Pusat harus sesegera mungkin mengambil alih penanganan covid-19 di Jakarta",Negatif
"Ikuti protokol yang telah ditentukan pemerintah untuk cegah covid 19 dengan tunda mudik kita lebih sayang sama keluarga

Tunda Mudik

#semuapedulicovid19
#Tundamudikjogjasehat
#dirumahajadulu pic.twitter.com/ruitAKmAXt",Positif
Pemerintah Mulai Lakukan Tes Cepat dan Siapkan Jutaan Obat Covid-19 #BUMNGotongRoyong keren Mantap https://www.pikiran-rakyat.com/nasional/pr-01353973/pemerintah-mulai-lakukan-tes-cepat-dan-siapkan-jutaan-obat-covid-19,Positif
"Caranya ya hanya tetap disiplin terapkan protokol kesehatan yg setiap sore diingatkan kembali oleh Jubir Gugus Tugas Covid-19, tdk melanggar aturan yg sdh dibuat Pemerintah Pusat/Prov/Kab/Kota apapun dalihnya. Tirulah Vietnam, Taiwan, Israel, Palestina, Korsel, Jepang yg berhasil",Negatif
"Benar memang itu disamapikan ke guru, tapi kenapa siswa lain tidak ada post seperti demikian? Post inikan seakan2 dibuat untuk menggiring opini publik akan lemahnya pemerintah untk penanganan covid. Tiba ada yg nyindir dibilang hanya tugas sekolah 😂, kacau",Negatif
"Boss sebetulnya yang bisa putus rantai covid  bukan aparat,bukan pemerintah dan bukan dokter kembali lagi pada diri kita semakin bayak aturan ketat semakin banyak jga yg melanggar jadi bantu nih terutama para ulama dan tokoh masyarakat setempat untuk di terus diberikan pencerahan",Positif
"#jogowargojogonegoro
#ayojogojeporo
#bersamakitabisa

Blue Light Patrol Polsek Jepara Kota melaksanakan giat patroli di cafe turut kel. Potroyudan, kegiatan dilaksanakan untuk memberikan himbauan kepada warga agar mematuhi imbauan pemerintah dalam mencegah penyebaran covid 19.  pic.twitter.com/9BJQCDA3Qu",Positif
"#jogowargojogonegoro
#ayojogojeporo
#bersamakitabisa

Blue Light Patrol Polsek Jepara Kota melaksanakan giat patroli di angkringan Jl. Pemuda, kegiatan dilaksnakan untuk memberikan himbauan kepada warga agar mematuhi imbauan pemerintah dalam mencegah penyebaran covid 19.  pic.twitter.com/kHqQJcJdtQ",Positif
"Ya bantu pemerintah..
Tuh PD ada kongres ditengah wabah covid & refly Harun bilang larangan mudik adalah melanggar HAM, kecam jg dong",Negatif
"#jogowargojogonegoro
#ayojogojeporo
#bersamakitabisa

Blue Light Patrol Polsek Jepara Kota melaksanakan giat patroli di Jl. Veteran Jepara, kegiatan dilaksanakan untuk memberikan himbauan kepada warga agar mematuhi imbauan pemerintah dalam mencegah penyebaran covid 19.  pic.twitter.com/goK3nfZg3A",Positif
"Bekerja sama dengan aplikasi tranportasi online. Membuka pasar dengan menutup ruas jalan serta mengatur jarak pedagang sesuai protokol covid-19, seperti contoh yang dilakukan pemerintah daerah kota Salatiga.  Pasar rakyat tetap buka. Pemda berinovasi. Ekonomi warga berdenyut.",Positif
"yuk sahabat Polri, kita dukung kebijakan pemerintah terkait penanggulangan penyebaran covid-19

#TIDAKMUDIK
#PAKAIMASKER
#DIRUMAHSAJA
#JAGAJARAK
#HINDARIKERUMUNAN
#CUCITANGAN
#JAGADIRI
#JAGAKELUARGA pic.twitter.com/sMJjuS8tHb",Positif
Apa kalian lupa kicauan si desi sebelum pemerintah menetapkan darurat covid bulan maret 🤣 dia membela pemerintah yg saat itu melakukan promosi wisata dan membayar influenser wisata ketika negara2 lain di landa corona duluan. Padahal itu cikal bakal parahnya covid di indonesia.,Negatif
"Sebelum ada yg positif covid 19 di komplek rumah masih aja ada yg suka kumpul2 di luar, tadarus bareng di masjid dsb. Sekarang udah ada yang positif baru nerapin PSBB, kalau pemerintah sama ulama udh nganjurin di rumah aja yo jangan pada ngeyel :"", mari putus rantai bersama..",Positif
"Covid_19 membuat kami yg ekonomi menengah kebawah menjadi ketarketir dengan kondisi yg seprti ini, menunggu bantuan dari pemerintah menjadikan kami seperti pengemis, kami sebagai masyarakat hanya bisa menunggu keajaiban duni, kenap keajaiban karna hanya janji janji dan janji",Negatif
"Kalian dan kamu terlalu byk menuntut ke pemerintah,tpi pd saat pemerintah minta kepada kalian dan kamu untuk disiplin dan mengikuti  aturan PSBB dimasa covid 19 ini aja untuk kepentingan kesehatan kalian dan kamu maupun untuk keluargamu,kalian dan kamu tdk mau jlnkan itu dgn baik",Positif
"Dampak Covid-19, Pemerintah Cuma Ungkap 2,8 Juta Korban PHK, Akhirnya Fakta Diungkap Ada 15 Juta, Mengerikan!
 https://www.demokrasi.co.id/2020/05/dampak-covid-19-pemerintah-cuma-ungkap.html …",Negatif
"Dukungan bagi perguruan tinggi dari jajaran Pemerintah berupa regulasi maupun pemberian alat bantu uji untuk dapat mengembangkan dan segera memproduksi ventilator.

#CoronaAlert
#Covid_19
#bersamalawancovid19
#bersamakitabisacegahcovid19 pic.twitter.com/z1VPyyxteG",Positif
"Selain sebagai antisipasi penyebaran virus corona atau Covid-19. Bantuan masker tersebut juga sebagai tindak lanjut imbauan dari pemerintah pusat agar masyarakat keluar rumah menggunakan masker.

#PDIPerjuangan #Covid_19 https://www.gesuri.id/kerakyatan/dikomandoi-srikandi-banteng-sragen-bagikan-1-juta-masker-b1YLPZtli …",Positif
"Korban PHK Akibat Covid-19 Diprediksi Tembus 15 Juta Orang, Pemerintah Diminta Kucurkan Bantuan Modal Usaha
 https://www.demokrasi.co.id/2020/05/korban-phk-akibat-covid-19-diprediksi.html …",Negatif
"Halah iki meneh. Jrx itu bilang covid adalah hoax, settingan pemerintah. Lha matanya apa ga lihat tenaga medis yg mati? Bukan di indo aj, seluruh dunia. Terus jrx harus dihormati gitu pendapatnya? Gendeng. Itu bukan pendapat, itu gaco nyocot jenenge cok",Positif
Mari kita kembalikan semua penanggulan Wabah COVID-19 ini kepada PEMERINTAH PUSAT dengan para MEMTERI nya. Mereka semua adalah ORANG-ORANG PANDAI dalam MENANGGULANGI WABAH dan MEMBUAT KEBIJAKAN PENGENDALIAN EKONOMI LEBIH UTAMA dari MENJAGA dan MELIDUNGI NYAWA RAKYATNYA.,Positif
"urusanmu itu bantu pemerintah untuk penanganan Covid-19, karena DKI adalah bagian integral NKRI",Positif
"WAJIB PAKAI MASKER
Serta selalu menaati himbauan Pemerintah untuk menghentikan pandemi COVID-19.

#bersamamelawancovid19
#ramadhandirumahaja
#janganmudik
#polriuntukindonesia
#divhumaspolri
#humaspoldantb
#humaspolreslobar pic.twitter.com/kkxUasvk4w – at Polsek Senggigi",Positif
Saya tidak akan mudik karena saya mematuhi peraturan pemerintah dan mengurangi penyebaran covid-19 #ojomudik #StayAtHome pic.twitter.com/F19mI4LucW,Positif
"Jika MenHub mengizinkan semua moda transportasi di buka kembali, dan Kebijakan Pusat yang selalu Tumpang Tindih dan tidak sinkron. Saya berharap kepada seluruh Kepala Daerah Bupati, Walikota, Gubenur agar mengembalikan kendali PSBB dan Penaganan COVID-19 kepada Pemerintah Pusat.",Negatif
"mohon maaf, klo gaya pemerintah pusat menangani pendemi Covid seperti org bingung, ya jauh dari yakin deh",Negatif
"Ajak warga ikuti anjuran pemerintah..
Patroli polsek Gunung tabur,laksanakan patroli dan ajak warga cegah bersama - sama penyebaran covid-19..
Tentunya dengan cara ikuti anjuran pemerintah..dan tetap di rumah..  pic.twitter.com/FbOTHBLsOD",Positif
"#TemanPemilih Jawa Barat, mari perangi Covid19 dgn cara patuhi aturan PSBB Jawa Barat dan protokol kesehatan Pemerintah. Hanya dengan hidup disiplin, kita dpt memutus mata rantai penyebaran pandemi Covid-19
@KPU_ID
#KPUJabarLawanCovid19
#akursauyunan
#disiplinkuncihadapicorona pic.twitter.com/AuV4X9YzB4",Positif
"Untuk saat ini pemerintah tengah berfokus pada jaring pengaman sosial (JPS). Menurut Muhadjir, hal tersebut dilakukan berbarengan dengan kebijakan pencegahan penyebaran Covid-19 yang menimbulkan dampak besar dalam kehidupan sosial ekonomi masyarakat.",Positif
"Mudiknya ditunda saja setelah Covid-19 reda, transfer sebagian uangnya utk org tua di desa & kirimi paket makanan awet utk kebutuhan se-hari2 keluarga di desa. Ini jauh lbh mulia ketimbang bawa penyakit yg mematikan kpd org tua & keluarga di desa. Pemerintah akan ganti cuti mudik",Positif
Pemerintah hrs konsisten dn tegas dg kebijakan @kemenhub151 utk menghentikan penyebaran Covid-19. Viral dimasyarakat pemerintah tdk tegas & kebijakan berubah-ubah. Kebijakan hrs jelas & hrs mdh dimengerti!!! @jokowi @wapres_ri @DPR_RI @BNPB_Indonesia @aniesbaswedan @ridwankamil,Negatif
"Sepertinya virus Covid-19 ini ingin berlanjut , kenapa PSBB di terapkan di daerah masing²  kalau Kemenhub akan membuka kembali transportasi umum masyarakat.
Pemerintah harus berhati-hati terhadap OTG orang tanpa gejala , pas nyampe kampung ternyata membawa virus
#MenhubMundurlah https://twitter.com/VIVAcoid/status/1257969990415728665 …",Negatif
"Maaf 🙏 kyai tapi kenapa  Kemenhub membuka kembali transportasi umum masyarakat , apa  pengen kasus virus Covid-19 ini terus berlanjut , pemerintah harus berhati-hati tentang hal ini.",Negatif
@DivHumas_Polri untuk memutuskan matarante penyebaran virus corona / covid 19 mari kita semua patuhi Maklumat Kapolri dan himbawan pemerintah,Positif
"#SahabatBahasa, kami informasikan bahwa Pemilihan Duta Bahasa Jawa Tengah 2020 dibatalkan. Hal itu dilakukan untuk mendukung Pemerintah dalam mengatasi Covid-19. Berkas pendaftaran yang sudah masuk ke panitia akan diikutkan tahun mendatang (selama masih memenuhi persyaratan).  pic.twitter.com/Nc2nT0hDd5",Positif
"Kebijakan Pemerintah, tepat n Mumpuni, dlm mengatasi serangan Covid 19. Kt ber-syukur kpd Allah. SWT, yg telah memberi kekuatan & Hidayah Nya kpd Pemerintahan Jokowi. ""Perlindungan dari Yg Maha Kuasa, hny kpd mereka yg riil n benar lakukan Amanah Rakyat"". Aamiiiiiin.",Positif
"Gugus Tugas membuat kriteria dan persyaratan bagi mereka yang boleh bepergian selama pandemi corona.

MAKIN GAK JELAS PEMERINTAH!!!
TERUS AJA KASIH PENGECUALIAN, NGOMONGNYA PRIORITAS TANGANIN COVID-19!
PLR!  https://kumparan.com/kumparannews/siapa-saja-dan-apa-syarat-warga-boleh-bepergian-di-tengah-larangan-mudik-1tMVhvu56Mn?utm_source=kumApp&utm_campaign=share&shareID=uiJTGNAQDKC9 …",Negatif
"ini kapan selesainya covid 19? Di daerahku alhamdulillah sampe sekarang masih aman, tp perekonomian mulai sulit karna ngikutin instruksi pemerintah",Negatif
"Pemerintah tidak memiliki grand design penanganan pandemik Covid-19. Implikasinya, semua yang dilakukan bersifat relatif, tidak terukur dan nihil dalam target pencapaian...  https://twitter.com/geloraco/status/1258169643333607425 …",Negatif
"Maaf pa Presiden, katanya ada bantuan sosial dari pemerintah bagi yang terdampak oleh covid 19, ko belum nyampe ke sini, saya adalah salah seorang yang terdampak
Terima kasih pa Presiden",Negatif
"Korban PHK Saat Ini Membutuhkan Dana Untuk Cicil Utang, Dll 
Bukan Kartu Pra-kerja!

#BangkitkanEkonomiMuslim
#BangkitkanEkonomiMuslim

Korban PHK Akibat Covid-19 Diprediksi Tembus 15 Juta Orang, Pemerintah Diminta Kucurkan Bantuan Modal Usaha
 https://www.gelora.co/2020/05/korban-phk-akibat-covid-19-diprediksi.html …",Negatif
sangat menghargai upaya pemerintah dan segenap jajaran semoga covid 19 cepat teratasi,Positif
"Kita tunggu respons dari pemerintah atas perlakuan perusahaan penangkapan ikan asal China. Kira2 cepat apa lambat ya? Akankah bernasib sama dengan respons pandemi covid 19? Kenapa?
Karena asal issue ini sama dengan asal covid 19 yang berasal dari #China",Negatif
"ada apa dengan negara +62 stop melebih lebihkan berita yg ga pasti asalnya. semenjak #covid -19 semua orang bahkan ribuan orang kehilangan matapencahariannya. di suruh #dirumahsaja tanpa adanya bantuan dari pemerintah yang ada kita mati kelaparan. bukan karna #covid-19. 
#jk",Negatif
"Jika ditelusuri masih banyak warga Jateng terdampak covid 19 di ibukota yg dapurnya senin kamis, karena mereka luput dr perhatian pemerintah setempat....  https://twitter.com/narkosun/status/1258013643737686016 …",Negatif
Slmt pg pak presiden. Saya ojol dr Jayapura-papua mo tnya apa bantuan covid 19 ini sdh ada di Jayapura k. Soalx sampe sekarang saya blm dapat bantuan apapun. Padahal kita sudah ikuti anjuran pemerintah. Ma kasih pak presiden  https://twitter.com/jokowi/status/1258020745625497600 …,Negatif
"Dengan adanya Covid-19 ini, semoga pemerintah bisa sedikit terbuka matanya melihat kondisi warganya yang masih jauh dari kata sejahtera. Banyak loh warga negara yg di rumahkan, bapak malah ngurusin pelicin buat eksport tenang kerja.",Negatif
"Rakyat sdh mengorbankan segala untuk pencegahan penularan covid 19, tp pemerintah kayak main2 dan kebijakannya gak jelas ....!!!!",Negatif
Legislatif menilai Pemerintah Aceh selama ini tertutup dalam penanganan COVID-19. #publisherstory https://kumparan.com/acehkini/dpr-aceh-minta-tapa-jelaskan-muasal-rp-1-7-triliun-untuk-tanggulangi-covid-19-1tMjhSkkH5W?utm_medium=post&utm_source=Twitter&utm_campaign=int …,Negatif
Indonesia melakukan LOCKDOWN & PSBB untuk memutus penyebaran covid-19 dan Masyarakat menengah kebawah kesulitan untuk mencari serpihan nasi.. masyarakat menengah kebawah akan mati bukan karena covid-19 tapi karena kelaparan..apalah daya jika pemerintah tidak memikirkannnya😔😔,Negatif
Saya memilih untuk mematuhi instruksi pemerintah jika ingin Covid-19 hilang.,Positif
Benerkan kl dungu itu diajak berpikir dgn logika langsung puyeng akhirnya ngaku sendiri jd gw bkn fitnah apalagi hoax tuh ngaku sendiri udah yaa ini bln puasa ente berdoa sj biar ngak ketularan covid cuman itu yg dapat dilakukan saat ini pemerintah udah ngak bisa diharapkan,Negatif
"Pa presiden, katanya ada bantuan dari pemerintah, bagi yang terdampak dari covid 19, ko belum nyampe juga, saya adalah salah seorang yang terdampak",Negatif
"Baguuuus ada keadilan bagi orang yang ""mentang2 sakti karena merasa punya backing""
Dalam situasi yang carut marut karena covid-19 SEMUA ORANG HARUS TUNDUK PADA PERATURAN PEMERINTAH
kalau membangkang dan melecehkan aparat Tangkap dan masukan sel isolasi sampai kasus ini disidang.",Negatif
"org ga berisi dikasi panggung, takut nya adalah banyak org yg percaya sama yg dia omongin, ujung2 nya usaha kita semua dan pemerintah untuk sama2 lepas dari covid bubar jalan krn banyak org mulai mempertanyakan.",Negatif
"Salam memBARA, ditengah pandemik covid-19 ini, tidak memungkinkan jika kita menyelenggarakan kegiatan yang setiap tahun kita laksanakan yaitu ""BUSABAR"" dengan segala resiko atas anjuran dari pemerintah. (2)",Positif
"Katanya ada bantuan dari pemerintah, bagi yang terdampak dari covid 19, tapi mana ko belum nyampe",Negatif
Maaf pak presiden ditangerang selatan smpj saat ini blm ad. Dan ap yg menjadi program covid sr pemerintah blm jg tersalurkan buat kami.. Hruskah kami diam drmh dgn kelaparan atau kami akan terus keluar mencari rezeki kami?,Negatif
Udahlah aku ga ngarepin kebijakan apa apa dari pemerintah untuk nanganin covid 19 di Indonesia. Berharap tuhan berbaik hati aja di negara ini,Negatif
"#Repost from @polres_oganilir (repost_media_app)
Mari Bersama dan Bersatu Kita Antisipasi Penanganan Covid-19 ini dengan Mematuhi Himbauan serta anjuran yang diberikan Pemerintah

akbpimamtarmudi
@polantas_oganilir…  https://www.instagram.com/p/B_3LT1tAYlv/?igshid=h5jbv90q85pt …",Positif
"ADA KEKURANAN PEMERINTAH UNTUK COVID-19 BETUL.
KATA:""SANGAT AMBURADOL"", ITU SUBJEKTIF DAN PROVOKATIF. TIDAK PANTAS DUUCAPKAN AKADEMISI.

HAYO COBA BUAT GOLDEN STANDARNYA VS YANG ADA SEKARANG BAGAIMANA?",Negatif
klo ga di rmh aja nanti kena rakyat kena covid bikin pemerintah keluar biaya buat nanggung perawatan disalahin rakyat ga tertib lg😔,Negatif
"Keputusan tersebut berlawanan dengan fokus pemerintah saat ini, yakni mengentas penyebaran Covid-19.  http://dlvr.it/RW89bR ",Negatif
"lagi bingung sama pemerintah. dari data kasus covid-19, kasus yang terinfeksi positif covid-19 terus bertambah tapi kenapa pemerintah yang tadinya bikin kebijakan memperketat moda transpotasi eh tp mengapa sekarang mau dilonggarkan. Iya tahuko itu semua udh dipertimbingkan.",Negatif
bayangin lu baca berita pemerintah menyatakan covid-19 di indo dah ilang. auto gas slurrrrr isi bensin full tank😭,Positif
"Pemerintah telah berhasil membuat perkembangan penanganan Covid-19, memproduksi PCR dan Rapid Test dengan kualitas yang lebih baik #ImunKuatCovidMinggat  https://twitter.com/AleandraNatasha/status/1257193068656119808/photo/1 pic.twitter.com/wrSYfCAMKE ",Positif
Apa sih susahe ngikutin anjuran pemerintah kalo di suruh di rumah tolong lah dengerin kalo udah kejadian aja baru sadar . Covid itu bukan masalah spele bung,Positif
"Tampak bhw kebijakan pemerintah pusat mulai bergeser arahnya ke upaya jegal @aniesbaswedan Ketimbang menyokong kebijakan Pemda mencegah penyebaran covid-19.  Seharusnya Pusat-Daerah sebarisan bukan berbeda barisan. Pemdalah yg paling tahu kondisi daerahnya, bkn pemeintah pusat",Negatif
Harusnya pemerintah bisa lebih transparan dan terbuka soal Penanganan Covid-19,Negatif
"Gua mah kalo jd pemerintah kalo ada wargi nya yg memandang sebelah mata para garda terdepan covid-19 sampe ke keluarganya, gue bakal bikin siaran pers trs gw ngomong “Buat lu lu semua yg pd sinis bet ama perawat&dokter palelu gue kepret jangkar kapal! Biar mampus lu”",Negatif
Tiap hari baca2 berita dan mau komentarin keputusan2 pemerintah pusat dalam penanganan covid tapi apalah saya paling nanti juga ditanya balik bisa ngasih kontribusi apa buat negara sama pendukungnya🤷‍♂️😗,Negatif
"Carut marut data bansos covid 19 salah satu Indikasi bahwa pemerintah gagal mengurus rakyatnya....

@fadlizon
@bps_statistics
@DPR_RI",Negatif
"Ayo taati Anjuran Pemerintah dengan tidak Mudik, guna memutus Rantai Penyebaran Covid-19.

#divhumaspolri
#humaspoldabanten
#polrescilegon
#humaspolrescilegon
#polripromoter
#imbauanpolri
#polrihumanis…  https://www.instagram.com/p/B_3I0ohD0sc/?igshid=gy3313ba5zcs …",Positif
pusing gua ngikutin kebijakan pemerintah perihal covid kaya masih pada training,Negatif
"Yes, ratusan pekerja asal China masuk ke Indonesia selama masa Pandemi Covid 19 untuk bekerja pada perusahaan China yang ada di Indonesia. 

Banyak rakyatnya yang mengecam tindakan pemerintah. Tapi rakyat diancam penjara kalau mengkritik pemerintah.",Negatif
